record_id,employee_id,task_id,task_type,task_priority,required_skills,experience_years,skill_match_score,employee_workload_percent,employee_availability,employee_performance_score,employee_location,task_location,distance_km,similar_tasks_completed,similar_tasks_success_rate,estimated_effort_hours,sla_hours,remaining_sla_hours,workload_capacity,availability_score,location_compatibility,experience_performance_score,sla_urgency_ratio,workload_effort_ratio,actual_completion_hours,sla_met,task_success
H000125,E0244,T02620,Data Engineering,Critical,AWS,10,0.0,66,1,9.11,Coimbatore,Hyderabad,378.5,16,0.9703,5.7,9.5,9.39,34,1,0.6215,91.1,1.6481,11.5789,9.61,0,0
H000126,E0087,T01414,Testing,Critical,JavaScript,11,0.0,65,1,8.67,Chennai,Remote,0.0,36,0.8232,8.1,12.8,13.6,35,1,1.0,95.37,1.6793,8.0247,12.3,1,1
H000127,E0271,T01972,Bug Fix,High,C++|Spring Boot|JavaScript,4,0.0,47,1,8.63,Coimbatore,Hyderabad,683.8,22,0.6956,7.6,11.5,10.54,53,1,0.3162,34.52,1.3866,6.1842,12.79,0,1
H000128,E0126,T02081,Support,Medium,AWS|Java,3,0.0,38,1,8.1,Bangalore,Remote,0.0,6,0.7188,2.4,12.0,11.1,62,1,1.0,24.3,4.6261,15.8333,4.33,1,1
H000129,E0120,T02378,Cloud/DevOps,Medium,Linux,3,0.0,61,0,8.92,Mumbai,Chennai,473.5,5,0.8723,2.3,12.0,12.87,39,0,0.5265,26.76,5.5955,26.5217,8.92,0,0
H000130,E0227,T04146,Cloud/DevOps,Critical,Kubernetes|Linux,7,0.5,79,1,8.46,Mumbai,Bangalore,59.1,37,0.7474,6.8,10.7,10.9,21,1,0.9409,59.22,1.6023,11.6176,9.42,1,1
H000131,E0257,T00648,Database,Medium,SQL,11,1.0,10,0,7.84,Hyderabad,Hyderabad,0.0,24,0.8154,5.1,16.3,18.41,90,0,1.0,86.24,3.6095,1.9608,7.05,1,1
H000132,E0090,T00437,Support,Medium,AWS|Azure,3,0.0,37,0,8.07,Delhi,Delhi,0.0,14,0.7147,5.4,18.9,13.22,63,0,1.0,24.21,2.4479,6.8519,15.59,0,0
H000133,E0134,T00865,Bug Fix,Critical,Spring Boot|JavaScript,2,0.0,73,1,8.83,Chennai,Pune,75.1,17,0.759,5.5,8.0,7.87,27,1,0.9249,17.66,1.4312,13.2727,8.38,0,1
H000134,E0047,T01866,Data Engineering,Critical,PostgreSQL|AWS,4,0.0,92,1,8.52,Hyderabad,Bangalore,715.7,40,0.7712,4.1,7.0,3.39,8,1,0.2843,34.08,0.8277,22.439,6.73,0,0
H000135,E0010,T02092,Software Development,High,Java,10,1.0,10,1,7.41,Delhi,Coimbatore,97.7,15,0.8573,4.6,8.4,6.78,90,1,0.9023,74.1,1.4729,2.1739,3.61,1,1
H000136,E0040,T04754,Cloud/DevOps,High,Python,12,0.0,62,1,8.41,Delhi,Hyderabad,428.4,9,0.7713,14.5,37.8,21.29,38,1,0.5716,100.92,1.4683,4.2759,19.66,1,1
H000137,E0148,T02641,Cloud/DevOps,Medium,Azure,8,1.0,77,1,9.3,Bangalore,Pune,627.1,19,0.8089,10.3,28.5,12.22,23,1,0.3729,74.4,1.1868,7.4757,11.13,1,1
H000138,E0101,T01691,Testing,Medium,Selenium|Python,6,0.0,98,1,7.61,Bangalore,Mumbai,292.5,28,0.791,5.9,21.4,12.79,2,1,0.7075,45.66,2.1678,16.6102,12.48,0,0
H000139,E0054,T02388,Database,Medium,SQL|MongoDB|Python,9,0.3333,29,1,8.39,Hyderabad,Delhi,846.2,7,0.77,6.7,26.5,22.19,71,1,0.1538,75.51,3.3112,4.3284,6.88,1,1
H000140,E0268,T01076,Support,Medium,Java|Linux,9,0.0,13,1,7.16,Mumbai,Mumbai,0.0,22,0.7203,8.8,34.2,23.52,87,1,1.0,64.44,2.6725,1.4773,13.08,1,1
H000141,E0298,T03102,Machine Learning,High,SQL|Python|PyTorch,8,0.0,6,1,6.63,Chennai,Kolkata,132.6,25,0.6616,6.0,14.3,6.36,94,1,0.8674,53.04,1.0595,1.0,9.55,0,1
H000142,E0291,T01293,Testing,High,SQL,8,0.0,69,1,9.82,Kolkata,Mumbai,741.5,43,0.9515,6.2,11.3,4.2,31,1,0.2585,78.56,0.677,11.129,9.96,0,1
H000143,E0218,T03087,Cybersecurity,High,Azure|Cybersecurity|Python,5,0.0,79,1,8.35,Mumbai,Coimbatore,771.2,18,0.869,3.9,10.6,6.86,21,1,0.2288,41.75,1.7583,20.2564,7.0,0,1
H000144,E0164,T04919,Testing,Medium,JavaScript|Java,11,0.0,52,1,7.99,Bangalore,Mumbai,427.1,30,0.7934,3.1,14.3,7.45,48,1,0.5729,87.89,2.404,16.7742,4.66,1,1
H000145,E0021,T03788,Machine Learning,High,Deep Learning|Python|Machine Learning,1,0.3333,24,1,7.66,Hyderabad,Remote,0.0,26,0.6451,6.3,15.0,14.02,76,1,1.0,7.66,2.2257,3.8095,10.37,1,1
H000146,E0290,T01957,Testing,Medium,JavaScript,1,0.0,32,1,6.33,Kolkata,Bangalore,254.5,5,0.6046,8.8,32.0,34.92,68,1,0.7455,6.33,3.9683,3.6364,17.01,1,1
H000147,E0208,T02768,Machine Learning,Medium,TensorFlow|Machine Learning,8,0.0,61,1,8.86,Hyderabad,Kolkata,224.1,34,0.9023,13.7,62.4,63.78,39,1,0.7759,70.88,4.6554,4.4526,16.6,1,1
H000148,E0042,T03768,Cybersecurity,Medium,AWS,10,1.0,71,0,7.79,Kolkata,Remote,0.0,13,0.7935,13.1,46.3,21.22,29,0,1.0,77.9,1.6196,5.4198,17.75,1,1
H000149,E0287,T04783,Cloud/DevOps,Critical,Linux|Azure,4,0.0,31,1,8.54,Mumbai,Remote,0.0,32,0.7669,5.5,6.4,3.08,69,1,1.0,34.16,0.5603,5.6364,9.11,0,1
H000150,E0081,T04821,Testing,Medium,Java|SQL,8,0.0,45,1,8.77,Kolkata,Chennai,296.9,31,0.8482,3.7,13.0,8.69,55,1,0.7031,70.16,2.3494,12.1622,5.51,1,1
H000151,E0111,T04081,Bug Fix,High,SQL|Java|Node.js,7,0.0,41,1,8.12,Mumbai,Hyderabad,384.1,37,0.7818,6.6,11.7,10.39,59,1,0.6159,56.84,1.5739,6.2121,10.44,0,1
H000152,E0066,T01544,Software Development,Medium,Python|Spring Boot,12,0.5,88,1,7.52,Pune,Mumbai,89.0,18,0.699,3.2,14.1,7.47,12,1,0.911,90.24,2.3348,27.5,4.16,1,1
H000153,E0252,T02542,Cloud/DevOps,Critical,AWS|Docker,4,0.5,58,1,8.18,Bangalore,Chennai,22.5,34,0.8058,3.8,6.0,5.66,42,1,0.9775,32.72,1.4906,15.2632,5.02,1,1
H000154,E0082,T02402,Testing,High,Selenium,4,0.0,85,1,7.94,Coimbatore,Hyderabad,282.4,37,0.7355,11.9,31.1,20.27,15,1,0.7176,31.76,1.7032,7.1429,20.37,0,1
H000155,E0025,T02054,Software Development,Low,Python|Spring Boot,2,0.0,44,1,7.95,Chennai,Hyderabad,137.3,44,0.7337,5.8,42.8,47.99,56,1,0.8627,15.9,8.2734,7.5862,8.65,1,1
H000156,E0084,T04585,Bug Fix,Low,Python|Node.js|Java,12,0.0,31,1,7.67,Hyderabad,Coimbatore,89.2,45,0.7179,6.6,24.0,13.13,69,1,0.9108,92.04,1.9901,4.697,10.5,1,1
H000157,E0218,T03677,Cloud/DevOps,High,Kubernetes,5,0.0,71,1,8.35,Mumbai,Delhi,738.6,4,0.7516,9.7,18.1,7.95,29,1,0.2614,41.75,0.8191,7.3196,15.05,0,1
H000158,E0294,T04904,Bug Fix,Low,Node.js|JavaScript,9,0.5,90,1,8.24,Mumbai,Remote,0.0,2,0.8337,7.4,35.5,25.95,10,1,1.0,74.16,3.5071,12.1622,8.72,1,1
H000159,E0012,T01228,Machine Learning,Medium,TensorFlow|Deep Learning,3,0.0,71,1,7.52,Pune,Chennai,106.8,35,0.6537,4.3,12.0,7.21,29,1,0.8932,22.56,1.6759,16.5116,7.04,1,1
H000160,E0047,T03881,Support,Low,Python,4,0.0,68,1,8.52,Hyderabad,Chennai,798.8,30,0.7461,3.4,24.2,25.88,32,1,0.2012,34.08,7.6109,20.0,5.29,1,1
H000161,E0177,T02984,Cybersecurity,High,Linux,2,0.0,5,1,9.19,Pune,Pune,0.0,11,0.8977,11.1,27.4,30.05,95,1,1.0,18.38,2.7076,0.4505,16.76,1,1
H000162,E0155,T00714,Software Development,Low,Python|Java|C++,7,0.3333,32,1,8.38,Mumbai,Remote,0.0,25,0.7826,12.3,51.6,26.04,68,1,1.0,58.66,2.1173,2.6016,16.39,1,1
H000163,E0211,T02521,Bug Fix,Critical,Java,6,0.0,73,1,7.95,Coimbatore,Delhi,35.8,28,0.8179,8.4,11.2,6.84,27,1,0.9642,47.7,0.8139,8.6905,15.86,0,1
H000164,E0001,T00527,Database,Medium,MongoDB|PostgreSQL|Python,4,0.3333,71,0,8.41,Delhi,Chennai,363.0,14,0.7521,8.8,39.1,26.12,29,0,0.637,33.64,2.9685,8.0682,29.1,0,1
H000165,E0219,T03932,Database,High,MongoDB|SQL|PostgreSQL,2,0.3333,80,1,7.6,Chennai,Hyderabad,102.2,13,0.6907,4.7,8.2,5.11,20,1,0.8978,15.2,1.0882,17.0213,7.38,0,0
H000166,E0281,T03549,Database,High,PostgreSQL|Python,6,0.5,19,1,7.44,Chennai,Kolkata,73.8,20,0.7981,3.7,11.1,5.8,81,1,0.9262,44.64,1.5686,5.1351,5.21,1,1
H000167,E0101,T02877,Cloud/DevOps,Medium,AWS,6,0.0,71,1,7.61,Bangalore,Coimbatore,711.8,17,0.8776,6.1,13.2,14.53,29,1,0.2882,45.66,2.3816,11.6393,10.55,1,1
H000168,E0207,T02982,Testing,Medium,SQL,12,0.0,35,1,8.72,Delhi,Chennai,189.7,29,0.9077,1.9,12.0,5.02,65,1,0.8103,104.64,2.644,18.4211,2.22,1,1
H000169,E0089,T03517,Database,Low,SQL,5,0.0,35,1,8.39,Mumbai,Remote,0.0,17,0.8276,3.8,24.0,18.32,65,1,1.0,41.95,4.8199,9.2105,6.24,1,1
H000170,E0288,T00803,Support,Medium,SQL,8,0.0,75,1,7.63,Coimbatore,Remote,0.0,41,0.7814,8.9,25.3,9.2,25,1,1.0,61.04,1.034,8.427,12.23,0,1
H000171,E0197,T01731,Bug Fix,High,C++|Spring Boot|JavaScript,12,0.3333,21,1,8.77,Coimbatore,Pune,629.7,9,0.8198,3.7,10.1,10.0,79,1,0.3703,105.24,2.704,5.6757,3.91,1,1
H000172,E0283,T03511,Bug Fix,Medium,Node.js,12,1.0,33,1,8.86,Bangalore,Bangalore,0.0,7,0.7917,7.1,15.2,6.67,67,1,1.0,106.32,0.9396,4.6479,6.46,1,1
H000173,E0151,T04702,Bug Fix,High,C++|SQL|Node.js,12,0.0,70,1,6.5,Coimbatore,Coimbatore,0.0,32,0.7709,4.0,7.3,3.79,30,1,1.0,78.0,0.9481,17.5,7.36,0,1
H000174,E0123,T04359,Machine Learning,Medium,Deep Learning|Python|Machine Learning,10,0.6667,52,1,7.09,Delhi,Hyderabad,776.5,41,0.6567,5.7,21.0,17.81,48,1,0.2235,70.9,3.1245,9.1228,5.82,1,1
H000175,E0046,T04044,Support,High,SQL|Azure|Java,8,0.3333,70,1,6.74,Kolkata,Pune,586.0,36,0.6739,3.9,6.0,5.99,30,1,0.414,53.92,1.5351,17.9487,4.81,1,1
H000176,E0077,T01943,Testing,Critical,JavaScript|SQL|Selenium,7,0.0,73,1,7.99,Kolkata,Chennai,290.8,7,0.819,10.9,16.1,8.84,27,1,0.7092,55.93,0.8111,6.6972,16.01,0,1
H000177,E0192,T02026,Support,Low,Azure|AWS|Linux,11,0.3333,51,1,8.17,Chennai,Hyderabad,610.8,34,0.907,11.6,78.1,72.22,49,1,0.3892,89.87,6.2257,4.3966,16.56,1,1
H000178,E0140,T00230,Machine Learning,Medium,TensorFlow|PyTorch,7,0.5,14,1,8.29,Kolkata,Remote,0.0,17,0.7341,3.4,12.0,11.82,86,1,1.0,58.03,3.4754,4.1176,4.19,1,1
H000179,E0282,T01359,Cloud/DevOps,Medium,Python|Azure|Docker,8,0.0,26,1,7.33,Pune,Coimbatore,466.8,4,0.74,1.9,12.0,6.94,74,1,0.5332,58.64,3.6527,13.6842,2.79,1,1
H000180,E0100,T03076,Machine Learning,Low,SQL,1,0.0,53,1,7.45,Coimbatore,Remote,0.0,0,0.6652,3.6,24.0,12.47,47,1,1.0,7.45,3.4636,14.7222,6.2,1,1
H000181,E0225,T01890,Testing,Medium,JavaScript|Selenium,7,0.0,71,1,7.95,Mumbai,Bangalore,154.8,8,0.8339,5.3,24.0,24.84,29,1,0.8452,55.65,4.6862,13.3962,7.7,0,0
H000182,E0110,T03218,Data Engineering,High,AWS,12,1.0,16,1,8.58,Delhi,Coimbatore,151.6,16,0.8575,5.2,15.2,6.58,84,1,0.8484,102.96,1.2663,3.0769,4.26,1,1
H000183,E0249,T04436,Data Engineering,Low,AWS|SQL|Python,10,0.3333,48,1,9.45,Pune,Hyderabad,527.2,17,0.9147,8.5,36.7,15.5,52,1,0.4728,94.5,1.823,5.6471,9.72,1,1
H000184,E0002,T02820,Cybersecurity,Medium,Cybersecurity,9,0.0,12,1,9.41,Delhi,Mumbai,574.2,2,0.9489,2.2,12.0,7.91,88,1,0.4258,84.69,3.5966,5.4545,2.78,1,1
H000185,E0297,T02022,Cybersecurity,Low,Python|Azure,12,0.5,11,1,7.66,Bangalore,Coimbatore,268.1,17,0.7664,4.3,24.0,13.73,89,1,0.7319,91.92,3.1937,2.5581,4.79,1,1
H000186,E0164,T00043,Support,Medium,Azure,11,0.0,58,1,7.99,Bangalore,Hyderabad,598.8,28,0.7511,3.4,15.3,11.26,42,1,0.4012,87.89,3.3132,17.0588,5.68,1,1
H000187,E0279,T00991,Support,Medium,SQL|Linux,5,0.5,32,1,8.3,Chennai,Remote,0.0,28,0.8415,14.0,61.4,30.23,68,1,1.0,41.5,2.1593,2.2857,18.94,1,1
H000188,E0089,T01534,Testing,Critical,Selenium,5,0.0,13,1,8.39,Mumbai,Chennai,567.3,28,0.7949,2.2,3.2,2.26,87,1,0.4327,41.95,1.0252,5.9091,2.93,0,1
H000189,E0147,T04489,Support,High,Azure|Java|Python,6,0.3333,18,1,8.26,Bangalore,Kolkata,253.9,16,0.7646,9.8,26.6,11.8,82,1,0.7461,49.56,1.2044,1.8367,11.35,1,1
H000190,E0122,T00048,Database,Medium,SQL|MongoDB,2,0.0,53,1,8.87,Delhi,Pune,476.1,3,0.7494,2.5,12.0,12.46,47,1,0.5239,17.74,4.9826,21.2,4.17,1,1
H000191,E0243,T04115,Data Engineering,Medium,Python|Spark|AWS,10,0.3333,42,1,9.42,Mumbai,Kolkata,436.3,11,0.9233,4.0,12.0,12.14,58,1,0.5637,94.2,3.0352,10.5,4.48,1,1
H000192,E0141,T01182,Bug Fix,High,Python,9,0.0,21,1,7.68,Hyderabad,Chennai,583.4,31,0.8192,5.2,12.3,9.86,79,1,0.4166,69.12,1.8969,4.0385,6.73,1,1
H000193,E0298,T01071,Software Development,Medium,JavaScript|Node.js,8,0.0,34,1,6.63,Chennai,Mumbai,501.6,10,0.727,4.1,12.1,11.93,66,1,0.4984,53.04,2.9105,8.2927,6.89,1,1
H000194,E0070,T02959,Machine Learning,Medium,TensorFlow|Deep Learning|SQL,10,0.0,30,1,8.19,Hyderabad,Kolkata,829.9,36,0.8598,5.2,18.1,18.33,70,1,0.1701,81.9,3.5246,5.7692,8.25,1,1
H000195,E0129,T01735,Testing,Medium,JavaScript|Selenium|Python,8,0.3333,30,1,6.57,Hyderabad,Remote,0.0,2,0.7418,6.1,17.3,10.2,70,1,1.0,52.56,1.6725,4.918,8.05,1,1
H000196,E0017,T00103,Machine Learning,Critical,Deep Learning|TensorFlow|PyTorch,4,0.0,66,1,8.37,Hyderabad,Pune,463.3,31,0.8821,6.8,12.1,5.26,34,1,0.5367,33.48,0.7734,9.7059,10.88,0,0
H000197,E0278,T02686,Testing,Medium,JavaScript|Python|Java,11,0.0,18,1,7.42,Hyderabad,Pune,31.2,32,0.8653,8.9,24.5,20.05,82,1,0.9688,81.62,2.253,2.0225,14.17,1,1
H000198,E0278,T02676,Database,High,Java|SQL|Python,11,0.3333,17,1,7.42,Hyderabad,Mumbai,89.9,11,0.7568,8.1,20.8,9.61,83,1,0.9101,81.62,1.187,2.0988,11.41,0,1
H000199,E0197,T00373,Support,Critical,Java|Azure,12,0.5,18,1,8.77,Coimbatore,Kolkata,504.2,45,0.7914,8.2,10.4,8.45,82,1,0.4958,105.24,1.0302,2.1951,10.4,0,1
H000200,E0227,T00901,Data Engineering,Medium,Python|Azure,7,0.0,88,1,8.46,Mumbai,Hyderabad,765.4,15,0.8425,5.8,22.1,14.91,12,1,0.2346,59.22,2.5705,15.1724,10.94,1,1
H000201,E0242,T01031,Database,Critical,Java|PostgreSQL,7,0.0,22,1,7.8,Kolkata,Delhi,578.7,42,0.7986,2.8,3.5,1.63,78,1,0.4213,54.6,0.5835,7.8571,4.24,0,1
H000202,E0143,T04270,Cloud/DevOps,Medium,Docker|Python,4,0.5,75,1,8.68,Coimbatore,Delhi,650.9,44,0.6858,4.8,14.3,6.55,25,1,0.3491,34.72,1.3652,15.625,6.9,0,1
H000203,E0227,T04432,Cloud/DevOps,Medium,Linux|Azure,7,0.5,83,1,8.46,Mumbai,Hyderabad,541.8,4,0.7333,4.4,13.9,15.93,17,1,0.4582,59.22,3.6197,18.8636,6.65,1,1
H000204,E0291,T02784,Bug Fix,Critical,Python|Node.js|JavaScript,8,0.0,84,1,9.82,Kolkata,Mumbai,756.7,20,0.99,7.1,12.1,12.01,16,1,0.2433,78.56,1.6915,11.831,9.49,1,1
H000205,E0255,T00423,Support,High,Linux,7,0.0,36,1,7.22,Delhi,Remote,0.0,38,0.7872,4.1,8.9,8.13,64,1,1.0,50.54,1.9836,8.7805,6.97,1,1
H000206,E0206,T01825,Machine Learning,Medium,TensorFlow|Python|Machine Learning,12,0.0,72,1,9.14,Bangalore,Mumbai,143.3,40,0.8089,3.1,14.0,15.35,28,1,0.8567,109.68,4.9531,23.2258,4.18,1,1
H000207,E0045,T03055,Software Development,High,Python|C++,11,0.5,43,1,7.59,Hyderabad,Pune,618.9,34,0.776,6.2,17.7,9.7,57,1,0.3811,83.49,1.5647,6.9355,8.22,0,0
H000208,E0114,T04440,Cybersecurity,Low,Cybersecurity|AWS|Python,9,0.0,59,1,8.4,Pune,Chennai,111.2,21,0.7937,4.5,35.3,20.94,41,1,0.8888,75.6,4.6527,13.1111,7.31,0,0
H000209,E0268,T04098,Machine Learning,Medium,Python,9,0.0,11,1,7.16,Mumbai,Coimbatore,527.8,38,0.7688,7.7,32.4,15.17,89,1,0.4722,64.44,1.9708,1.4286,11.97,1,1
H000210,E0061,T03899,Database,Medium,Java,6,0.0,47,1,8.01,Hyderabad,Mumbai,563.0,27,0.7494,6.6,31.7,18.84,53,1,0.437,48.06,2.8548,7.1212,8.65,1,1
H000211,E0231,T02162,Machine Learning,Low,Deep Learning,6,0.0,41,1,6.93,Mumbai,Remote,0.0,0,0.6946,11.4,56.6,22.44,59,1,1.0,41.58,1.9685,3.5965,15.49,1,1
H000212,E0127,T04549,Cloud/DevOps,Medium,AWS|Docker|Azure,11,0.3333,68,1,7.87,Pune,Remote,0.0,17,0.7565,8.9,21.9,11.79,32,1,1.0,86.57,1.3242,7.6404,11.59,0,1
H000213,E0292,T02575,Support,Medium,Python,5,0.0,51,1,8.73,Bangalore,Kolkata,524.5,42,0.7167,6.1,29.6,21.89,49,1,0.4755,43.65,3.5893,8.3607,9.64,1,1
H000214,E0231,T04900,Bug Fix,Medium,JavaScript|SQL,6,0.0,26,1,6.93,Mumbai,Bangalore,744.2,25,0.7181,3.2,12.0,9.76,74,1,0.2558,41.58,3.0498,8.125,5.62,1,1
H000215,E0110,T02210,Cybersecurity,High,AWS,12,1.0,36,1,8.58,Delhi,Remote,0.0,16,0.7906,21.0,42.0,15.66,64,1,1.0,102.96,0.7458,1.7143,21.06,0,1
H000216,E0026,T04297,Testing,Medium,JavaScript,10,0.0,94,1,7.71,Pune,Hyderabad,77.7,0,0.8045,8.4,36.8,25.14,6,1,0.9223,77.1,2.9927,11.1905,13.8,1,1
H000217,E0275,T01770,Machine Learning,Low,Python|PyTorch|SQL,8,0.6667,48,1,8.49,Coimbatore,Coimbatore,0.0,12,0.8925,6.4,37.4,41.8,52,1,1.0,67.92,6.5308,7.5,5.94,1,1
H000218,E0122,T00395,Machine Learning,High,SQL|Python,2,0.5,40,1,8.87,Delhi,Coimbatore,299.5,36,0.8001,7.6,18.1,14.54,60,1,0.7005,17.74,1.9136,5.2632,10.45,1,1
H000219,E0060,T00494,Data Engineering,High,SQL|Spark,8,0.5,51,1,9.01,Chennai,Remote,0.0,3,0.8054,5.3,14.6,9.5,49,1,1.0,72.08,1.7924,9.6226,5.12,0,1
H000220,E0084,T00209,Support,High,Python,12,0.0,40,1,7.67,Hyderabad,Remote,0.0,13,0.7899,5.2,8.7,8.09,60,1,1.0,92.04,1.5551,7.6923,6.92,1,1
H000221,E0273,T01604,Machine Learning,Low,Deep Learning|TensorFlow|SQL,12,0.3333,46,1,9.08,Bangalore,Remote,0.0,33,0.821,7.2,29.7,20.72,54,1,1.0,108.96,2.878,6.3889,9.21,1,1
H000222,E0126,T02096,Cloud/DevOps,High,Kubernetes,3,0.0,49,1,8.1,Bangalore,Hyderabad,443.3,9,0.8248,7.3,20.9,20.17,51,1,0.5567,24.3,2.7633,6.7123,11.45,1,1
H000223,E0004,T03842,Machine Learning,High,TensorFlow|Deep Learning|PyTorch,1,0.0,83,1,9.76,Delhi,Kolkata,543.1,35,0.9319,6.2,11.6,10.6,17,1,0.4569,9.76,1.7101,13.3871,12.19,0,1
H000224,E0042,T04901,Bug Fix,Low,Spring Boot|Node.js,10,0.0,61,1,7.79,Kolkata,Pune,696.8,1,0.6903,5.2,25.5,18.93,39,1,0.3032,77.9,3.6407,11.7308,8.51,1,1
H000225,E0066,T02045,Support,Medium,Java|Azure|Python,12,0.3333,73,0,7.52,Pune,Remote,0.0,20,0.7733,8.3,23.2,10.24,27,0,1.0,90.24,1.2332,8.7952,26.14,0,1
H000226,E0060,T01356,Machine Learning,High,SQL,8,1.0,62,1,9.01,Chennai,Delhi,367.5,23,0.9265,5.3,9.6,9.9,38,1,0.6325,72.08,1.8675,11.6981,4.85,1,1
H000227,E0137,T02549,Bug Fix,High,JavaScript|Python|Node.js,5,0.3333,41,1,8.22,Pune,Pune,0.0,29,0.6892,4.3,9.9,11.16,59,1,1.0,41.1,2.5947,9.5349,4.92,1,1
H000228,E0177,T04983,Cybersecurity,High,Cybersecurity|Linux|Azure,2,0.3333,16,1,9.19,Pune,Kolkata,281.9,5,0.8201,8.7,22.7,11.28,84,1,0.7181,18.38,1.2965,1.8391,11.16,1,1
H000229,E0226,T04655,Cloud/DevOps,Medium,Python|Linux,6,0.5,59,1,7.17,Bangalore,Bangalore,0.0,22,0.7828,6.5,18.7,10.35,41,1,1.0,43.02,1.5921,9.0769,9.47,0,1
H000230,E0035,T02168,Software Development,Medium,Spring Boot,3,0.0,80,1,8.14,Pune,Mumbai,507.6,1,0.7715,5.2,12.7,7.85,20,1,0.4924,24.42,1.5088,15.3846,10.99,0,1
H000231,E0293,T03464,Cybersecurity,High,AWS,9,1.0,72,1,7.88,Delhi,Coimbatore,786.6,9,0.8455,10.4,30.2,16.52,28,1,0.2134,70.92,1.5882,6.9231,11.57,1,1
H000232,E0112,T04769,Testing,Medium,SQL|JavaScript,12,0.5,72,0,7.56,Chennai,Delhi,775.3,3,0.758,3.8,12.0,8.59,28,0,0.2247,90.72,2.261,18.9474,10.33,0,1
H000233,E0078,T02104,Support,Medium,Java,1,0.0,74,1,7.62,Delhi,Remote,0.0,0,0.7252,9.7,35.4,36.12,26,1,1.0,7.62,3.7232,7.6289,20.38,1,1
H000234,E0005,T03313,Cybersecurity,High,Cybersecurity|Linux|Python,1,0.3333,21,1,7.52,Coimbatore,Hyderabad,670.4,4,0.667,11.4,25.5,11.02,79,1,0.3296,7.52,0.9663,1.8421,15.2,0,1
H000235,E0030,T03874,Software Development,Medium,C++,3,0.0,41,1,8.06,Hyderabad,Remote,0.0,27,0.7387,9.3,45.4,44.85,59,1,1.0,24.18,4.8229,4.4086,14.66,1,1
H000236,E0292,T01140,Testing,Low,Python|Java|Selenium,5,0.0,49,0,8.73,Bangalore,Delhi,119.4,26,0.8201,7.9,30.5,20.8,51,0,0.8806,43.65,2.6334,6.2025,24.8,0,1
H000237,E0184,T01477,Machine Learning,Medium,Python|TensorFlow,4,0.0,31,1,7.68,Hyderabad,Remote,0.0,5,0.6479,2.7,12.9,9.13,69,1,1.0,30.72,3.3824,11.4815,4.82,1,1
H000238,E0105,T01042,Cloud/DevOps,Medium,Linux|Python,5,0.5,16,1,8.31,Chennai,Coimbatore,101.8,21,0.8,13.3,61.9,54.13,84,1,0.8982,41.55,4.0703,1.203,15.14,1,1
H000239,E0003,T00674,Software Development,Medium,JavaScript|React|Python,5,0.6667,69,1,9.25,Coimbatore,Kolkata,477.2,13,0.8619,5.7,14.7,6.7,31,1,0.5228,46.25,1.1762,12.1053,7.16,0,1
H000240,E0086,T02657,Cybersecurity,High,Cybersecurity|Linux,1,0.5,39,1,7.82,Bangalore,Chennai,204.9,17,0.7916,7.9,12.9,13.08,61,1,0.7951,7.82,1.6558,4.9367,12.32,1,1
H000241,E0009,T03713,Bug Fix,Medium,JavaScript,5,0.0,80,1,8.19,Hyderabad,Kolkata,660.0,45,0.7851,6.7,15.3,6.74,20,1,0.34,40.95,1.006,11.9403,10.15,0,1
H000242,E0260,T01802,Data Engineering,High,Azure,5,0.0,24,1,8.38,Pune,Hyderabad,167.5,35,0.7429,9.6,28.6,30.19,76,1,0.8325,41.9,3.1443,2.5,13.8,1,1
H000243,E0133,T04448,Cloud/DevOps,Critical,Python,11,0.0,37,0,7.42,Delhi,Mumbai,216.5,24,0.7976,8.5,10.4,6.51,63,0,0.7835,81.62,0.7656,4.3529,30.9,0,1
H000244,E0130,T02981,Machine Learning,High,SQL,12,0.0,24,0,7.3,Chennai,Remote,0.0,4,0.8323,3.7,7.2,4.7,76,0,1.0,87.6,1.2699,6.4865,9.89,0,1
H000245,E0107,T01087,Testing,Medium,Java|Python|JavaScript,8,0.0,26,1,8.36,Hyderabad,Pune,649.3,35,0.8107,7.0,32.7,23.64,74,1,0.3507,66.88,3.3778,3.7143,8.48,0,1
H000246,E0172,T02755,Bug Fix,High,Java|Python,7,0.5,31,1,8.47,Mumbai,Chennai,703.4,5,0.7483,3.6,6.7,7.16,69,1,0.2966,59.29,1.988,8.6111,4.79,1,1
H000247,E0054,T04463,Cybersecurity,Low,Cybersecurity,9,0.0,36,1,8.39,Hyderabad,Pune,756.7,12,0.8144,10.5,43.8,18.06,64,1,0.2433,75.51,1.7201,3.4286,14.99,1,1
H000248,E0137,T02801,Software Development,Critical,Python|Spring Boot|Node.js,5,0.3333,57,1,8.22,Pune,Mumbai,413.0,27,0.8887,6.1,8.0,7.52,43,1,0.587,41.1,1.2321,9.3443,9.6,0,1
H000249,E0193,T01234,Support,High,AWS|Azure|Linux,11,0.3333,41,1,8.74,Bangalore,Remote,0.0,28,0.8921,10.2,25.9,11.61,59,1,1.0,96.14,1.1383,4.0196,10.83,0,1
H000250,E0246,T02199,Testing,Low,JavaScript|Java,9,0.0,79,1,7.71,Bangalore,Hyderabad,388.8,24,0.7824,3.3,24.0,15.01,21,1,0.6112,69.39,4.5499,23.9394,6.03,1,1
